ControlSection,ControlSectionSeq,BeginLogMile,EndLogMile,SegmentLength,AADT,aadt_class,HighwayClassDescription,HighwayClassCode,HwyClassGroups,RouteNames,Cities,Parishes,DOTDDistricts,MapYear,TotalCrashes
303-01,303-01_010,1.887,6.371,4.484,590,low,RURAL 2-LANE,19,19,"[""LA 783""]","[""Rural Red River""]","[""RED RIVER""]","[""04""]",2022,10
303-01,303-01_010,6.371,6.927,0.556,374,low,RURAL 2-LANE,19,19,"[""LA 783""]","[""Rural Red River""]","[""RED RIVER""]","[""04""]",2022,2
303-01,303-01_010,6.927,9.059,2.132,345,low,RURAL 2-LANE,19,19,"[""LA 783""]","[""Rural Red River""]","[""RED RIVER""]","[""04""]",2022,1
303-01,303-01_010,9.059,9.548,0.489,234,low,RURAL 2-LANE,19,19,"[""LA 783""]","[""Rural Red River""]","[""RED RIVER""]","[""04""]",2022,0
303-02,303-02_010,0,3.737,3.737,83,low,RURAL 2-LANE,19,19,"[""LA 783""]","[""Rural Red River""]","[""RED RIVER""]","[""04""]",2022,0
303-03,303-03_010,0,0.521,0.521,86,low,RURAL 2-LANE,19,19,"[""LA 783""]","[""Rural Bienville""]","[""BIENVILLE""]","[""04""]",2022,0
303-03,303-03_010,0.521,3.471,2.95,66,low,RURAL 2-LANE,19,19,"[""LA 783""]","[""Rural Bienville""]","[""BIENVILLE""]","[""04""]",2022,8
304-01,304-01_010,0,1.395,1.395,875,low,RURAL 2-LANE,19,19,"[""LA 507""]","[""Rural Red River""]","[""RED RIVER""]","[""04""]",2022,1
304-01,304-01_010,1.395,2.149,0.754,691,low,RURAL 2-LANE,19,19,"[""LA 507""]","[""Rural Red River""]","[""RED RIVER""]","[""04""]",2022,2
304-01,304-01_010,2.149,8.616,6.467,517,low,RURAL 2-LANE,19,19,"[""LA 507""]","[""Rural Red River"",""Martin""]","[""RED RIVER""]","[""04""]",2022,12
304-02,304-02_010,0,0.547,0.547,510,low,RURAL 2-LANE,19,19,"[""LA 507""]","[""Martin""]","[""RED RIVER""]","[""04""]",2022,1
304-02,304-02_010,0.547,7.788,7.24,575,low,RURAL 2-LANE,19,19,"[""LA 507""]","[""Martin"",""Rural Red River""]","[""RED RIVER""]","[""04""]",2022,14
305-01,305-01_010,0,3.382,3.382,7075,med,RURAL 2-LANE,19,19,"[""LA 486""]","[""Rural Natchitoches""]","[""NATCHITOCHES""]","[""08""]",2022,21
305-01,305-01_010,3.382,5.169,1.787,6136,med,RURAL 2-LANE,19,19,"[""LA 486""]","[""Rural Natchitoches"",""Campti""]","[""NATCHITOCHES""]","[""08""]",2022,10
305-02,305-02_010,0,7.987,7.987,913,low,RURAL 2-LANE,19,19,"[""LA 480""]","[""Rural Natchitoches"",""Campti""]","[""NATCHITOCHES""]","[""08""]",2022,27
305-03,305-03_010,0,8.441,8.441,2011,low,RURAL 2-LANE,19,19,"[""LA 480""]","[""Rural Red River"",""Coushatta""]","[""RED RIVER""]","[""04""]",2022,43
305-04,305-04_010,0,0.274,0.274,2861,low,RURAL 2-LANE,19,19,"[""LA 480""]","[""Coushatta""]","[""RED RIVER""]","[""04""]",2022,2
305-30,305-30_010,0,0.971,0.971,620,low,RURAL 2-LANE,19,19,"[""LA 486""]","[""Campti""]","[""NATCHITOCHES""]","[""08""]",2022,4
305-30,305-30_010,0.971,1.712,0.741,680,low,RURAL 2-LANE,19,19,"[""LA 480""]","[""Campti""]","[""NATCHITOCHES""]","[""08""]",2022,2
306-02,306-02_010,0,5.125,5.125,374,low,RURAL 2-LANE,19,19,"[""HWY 786 HWY""]","[""Rural Red River"",""Martin""]","[""RED RIVER""]","[""04""]",2022,9
307-01,307-01_010,0,0.816,0.816,593,low,RURAL 2-LANE,19,19,"[""LA 155""]","[""Rural Bienville"",""Ashland""]","[""NATCHITOCHES"",""BIENVILLE""]","[""04"",""08""]",2022,0
307-01,307-01_010,0.816,3.428,2.612,728,low,RURAL 2-LANE,19,19,"[""LA 155""]","[""Rural Bienville""]","[""BIENVILLE""]","[""04""]",2022,5
307-01,307-01_010,3.428,4.253,0.825,442,low,RURAL 2-LANE,19,19,"[""LA 155""]","[""Rural Bienville""]","[""BIENVILLE""]","[""04""]",2022,3
307-01,307-01_010,4.253,5.593,1.34,511,low,RURAL 2-LANE,19,19,"[""LA 155""]","[""Rural Bienville""]","[""BIENVILLE""]","[""04""]",2022,1
307-01,307-01_010,5.593,6.202,0.61,573,low,RURAL 2-LANE,19,19,"[""LA 155""]","[""Rural Bienville""]","[""BIENVILLE""]","[""04""]",2022,4
307-02,307-02_010,0,4.493,4.493,1022,low,RURAL 2-LANE,19,19,"[""LA 155""]","[""Saline"",""Rural Bienville""]","[""BIENVILLE""]","[""04""]",2022,8
307-02,307-02_010,4.493,5.153,0.66,1237,low,RURAL 2-LANE,19,19,"[""LA 155""]","[""Rural Bienville""]","[""BIENVILLE""]","[""04""]",2022,1
307-02,307-02_010,5.153,6.853,1.7,1335,low,RURAL 2-LANE,19,19,"[""LA 155""]","[""Rural Bienville""]","[""BIENVILLE""]","[""04""]",2022,4
308-02,308-02_010,0,6.36,6.36,845,low,RURAL 2-LANE,19,19,"[""LA 507""]","[""Rural Bienville""]","[""BIENVILLE""]","[""04""]",2022,1
308-02,308-02_010,6.36,10.156,3.796,148,low,RURAL 2-LANE,19,19,"[""LA 507""]","[""Rural Bienville""]","[""BIENVILLE""]","[""04""]",2022,1
308-04,308-04_010,0,5.772,5.772,868,low,RURAL 2-LANE,19,19,"[""LA 507""]","[""Simsboro"",""Rural Lincoln""]","[""LINCOLN""]","[""05""]",2022,8
308-04,308-04_010,5.772,7.747,1.974,2768,low,RURAL 2-LANE,19,19,"[""LA 507""]","[""Simsboro"",""Rural Lincoln""]","[""LINCOLN""]","[""05""]",2022,8
308-07,308-07_010,0,5,5,404,low,RURAL 2-LANE,19,19,"[""HWY 545""]","[""Rural Lincoln""]","[""LINCOLN""]","[""05""]",2022,5
308-08,308-08_010,0,12.557,12.556,178,low,RURAL 2-LANE,19,19,"[""HWY 545""]","[""Rural Lincoln""]","[""LINCOLN""]","[""05""]",2022,7
309-03,309-03_010,0,3.868,3.868,1542,low,RURAL 2-LANE,19,19,"[""LA 818""]","[""Rural Lincoln""]","[""LINCOLN""]","[""05""]",2022,5
309-03,309-03_010,3.868,4.651,0.783,1542,low,URBAN 2-LANE,20,20,"[""LA 818""]","[""Ruston"",""Rural Lincoln""]","[""LINCOLN""]","[""05""]",2022,8
311-01,311-01_010,0,9.985,9.984,464,low,RURAL 2-LANE,19,19,"[""LA 550""]","[""Rural Union""]","[""UNION""]","[""05""]",2022,22
311-02,311-02_010,0,8.812,8.812,464,low,RURAL 2-LANE,19,19,"[""LA 550""]","[""Rural Union""]","[""UNION""]","[""05""]",2022,15
313-01,313-01_010,0,5.047,5.048,1907,low,RURAL 2-LANE,19,19,"[""STATE RTE 549 ""]","[""Farmerville"",""Rural Union""]","[""UNION""]","[""05""]",2022,23
313-02,313-02_010,0,9.414,9.414,870,low,RURAL 2-LANE,19,19,"[""STATE RTE 549 ""]","[""Rural Union""]","[""UNION""]","[""05""]",2022,19
313-30,313-30_010,0,6.817,6.817,314,low,RURAL 2-LANE,19,19,"[""LA 348""]","[""Rural Union""]","[""UNION""]","[""05""]",2022,3
314-01,314-01_010,0,4.697,4.697,310,low,RURAL 2-LANE,19,19,"[""LA 151""]","[""Dubach"",""Rural Lincoln""]","[""LINCOLN""]","[""05""]",2022,6
314-01,314-01_010,4.697,4.813,0.116,1568,low,RURAL 2-LANE,19,19,"[""LA 823""]","[""Rural Lincoln""]","[""LINCOLN""]","[""05""]",2022,0
314-01,314-01_010,4.813,7.137,2.324,44,low,RURAL 2-LANE,19,19,"[""LA 823""]","[""Rural Lincoln""]","[""LINCOLN""]","[""05""]",2022,1
314-01,314-01_010,7.137,7.178,0.041,162,low,RURAL 2-LANE,19,19,"[""LA 823""]","[""Rural Union""]","[""UNION""]","[""05""]",2022,0
315-01,315-01_010,0,1.455,1.455,12648,low,URBAN 4-LANE,22,22,"[""LA 143""]","[""West Monroe""]","[""OUACHITA""]","[""05""]",2022,75
315-01,315-01_010,1.455,1.596,0.141,12648,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 143""]","[""West Monroe""]","[""OUACHITA""]","[""05""]",2022,13
315-02,315-02_010,0,0.08,0.08,12648,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 143""]","[""West Monroe""]","[""OUACHITA""]","[""05""]",2022,9
315-02,315-02_010,0.08,0.59,0.509,12648,low,URBAN 4-LANE,22,22,"[""LA 143""]","[""West Monroe""]","[""OUACHITA""]","[""05""]",2022,34
315-02,315-02_010,0.59,1.33,0.74,12648,low,URBAN 4-LANE CONT TURN,39,39,"[""LA 143""]","[""West Monroe"",""Rural Ouachita""]","[""OUACHITA""]","[""05""]",2022,26
315-02,315-02_010,1.33,2.164,0.834,12648,high,URBAN 2-LANE CONT TURN,37,37,"[""LA 143""]","[""Rural Ouachita""]","[""OUACHITA""]","[""05""]",2022,21
315-02,315-02_010,2.164,2.736,0.572,12648,med,URBAN 2-LANE,20,20,"[""LA 143""]","[""Rural Ouachita""]","[""OUACHITA""]","[""05""]",2022,18
315-02,315-02_010,2.736,3.914,1.178,3674,low,URBAN 2-LANE,20,20,"[""LA 143""]","[""Rural Ouachita""]","[""OUACHITA""]","[""05""]",2022,19
315-02,315-02_010,3.914,9.269,5.355,3674,low,RURAL 2-LANE,19,19,"[""LA 143""]","[""Rural Ouachita""]","[""OUACHITA""]","[""05""]",2022,29
315-03,315-03_010,0,6.704,6.704,3674,low,RURAL 2-LANE,19,19,"[""LA 143""]","[""Rural Union""]","[""UNION""]","[""05""]",2022,33
316-01,316-01_010,0,1.718,1.718,152,low,RURAL 2-LANE,19,19,"[""LA 148""]","[""Rural Jackson""]","[""JACKSON""]","[""05""]",2022,1
316-02,316-02_010,0,7.177,7.177,532,low,RURAL 2-LANE,19,19,"[""LA 148""]","[""Rural Jackson""]","[""JACKSON""]","[""05""]",2022,9
316-03,316-03_010,0,1.879,1.879,1542,low,RURAL 2-LANE,19,19,"[""LA 818""]","[""Rural Jackson""]","[""JACKSON""]","[""05""]",2022,4
316-04,316-04_010,0,3.549,3.549,917,low,RURAL 2-LANE,19,19,"[""LA 3005""]","[""Grambling"",""Rural Lincoln""]","[""LINCOLN""]","[""05""]",2022,12
316-04,316-04_010,3.549,5.801,2.251,481,low,RURAL 2-LANE,19,19,"[""HWY 563""]","[""Rural Lincoln"",""Simsboro""]","[""LINCOLN""]","[""05""]",2022,2
316-05,316-05_010,0,3.738,3.738,1631,low,RURAL 2-LANE,19,19,"[""HWY 563""]","[""Rural Lincoln"",""Simsboro""]","[""LINCOLN""]","[""05""]",2022,21
316-06,316-06_010,0,1.049,1.049,1159,low,RURAL 2-LANE,19,19,"[""HWY 563""]","[""Rural Lincoln""]","[""LINCOLN""]","[""05""]",2022,1
316-06,316-06_010,1.049,4.992,3.943,1064,low,RURAL 2-LANE,19,19,"[""HWY 563""]","[""Rural Lincoln""]","[""LINCOLN""]","[""05""]",2022,3
316-06,316-06_010,4.992,7.395,2.403,968,low,RURAL 2-LANE,19,19,"[""HWY 563""]","[""Rural Lincoln""]","[""LINCOLN""]","[""05""]",2022,0
317-01,317-01_010,0,6.044,6.044,2828,low,RURAL 2-LANE,19,19,"[""LA 151""]","[""Rural Ouachita""]","[""OUACHITA""]","[""05""]",2022,57
317-02,317-02_010,0,6.698,6.698,2862,low,RURAL 2-LANE,19,19,"[""LA 151""]","[""Rural Ouachita""]","[""OUACHITA""]","[""05""]",2022,70
317-03,317-03_010,0,0.066,0.066,2862,low,RURAL 2-LANE,19,19,"[""LA 151""]","[""Rural Union""]","[""UNION""]","[""05""]",2022,0
317-03,317-03_010,0.066,3.457,3.391,301,low,RURAL 2-LANE,19,19,"[""LA 151""]","[""Rural Union"",""Downsville""]","[""UNION""]","[""05""]",2022,18
317-04,317-04_010,0,2.367,2.367,330,low,RURAL 2-LANE,19,19,"[""LA 151""]","[""Rural Lincoln"",""Downsville""]","[""LINCOLN""]","[""05""]",2022,2
317-04,317-04_010,2.367,4.569,2.202,527,low,RURAL 2-LANE,19,19,"[""LA 151""]","[""Rural Lincoln""]","[""LINCOLN""]","[""05""]",2022,0
317-05,317-05_010,0,3.34,3.34,527,low,RURAL 2-LANE,19,19,"[""LA 151""]","[""Rural Union""]","[""UNION""]","[""05""]",2022,7
317-06,317-06_010,0,1.032,1.032,527,low,RURAL 2-LANE,19,19,"[""LA 151""]","[""Rural Lincoln""]","[""LINCOLN""]","[""05""]",2022,1
317-06,317-06_010,1.032,5.826,4.794,189,low,RURAL 2-LANE,19,19,"[""LA 151""]","[""Rural Lincoln""]","[""LINCOLN""]","[""05""]",2022,2
317-06,317-06_010,5.826,6.439,0.613,310,low,RURAL 2-LANE,19,19,"[""LA 151""]","[""Rural Lincoln""]","[""LINCOLN""]","[""05""]",2022,0
318-01,318-01_010,0,5.165,5.165,511,low,RURAL 2-LANE,19,19,"[""HWY 144""]","[""Eros"",""Rural Jackson""]","[""JACKSON""]","[""05""]",2022,8
318-02,318-02_010,0,6.226,6.227,376,low,RURAL 2-LANE,19,19,"[""HWY 556""]","[""Rural Jackson""]","[""JACKSON""]","[""05""]",2022,6
318-03,318-03_010,0,1.823,1.823,494,low,RURAL 2-LANE,19,19,"[""HWY 556""]","[""Rural Lincoln""]","[""LINCOLN""]","[""05""]",2022,3
318-04,318-04_010,0,6.724,6.723,2230,low,RURAL 2-LANE,19,19,"[""HWY 820""]","[""Rural Lincoln"",""Choudrant""]","[""LINCOLN""]","[""05""]",2022,6
319-01,319-01_010,0,1.606,1.606,485,low,URBAN 2-LANE,20,20,"[""LA 542""]","[""Rural Jackson"",""Jonesboro""]","[""JACKSON""]","[""05""]",2022,4
319-01,319-01_010,1.606,8.288,6.682,485,low,RURAL 2-LANE,19,19,"[""LA 542""]","[""Rural Jackson""]","[""JACKSON""]","[""05""]",2022,6
319-01,319-01_010,8.288,14.02,5.732,351,low,RURAL 2-LANE,19,19,"[""LA 155""]","[""Rural Jackson""]","[""JACKSON""]","[""05""]",2022,8
319-04,319-04_010,0,0.569,0.57,511,low,RURAL 2-LANE,19,19,"[""HWY 144""]","[""Rural Ouachita"",""Rural Jackson""]","[""JACKSON"",""OUACHITA""]","[""05""]",2022,0
319-05,319-05_010,0,1.492,1.492,511,low,RURAL 2-LANE,19,19,"[""HWY 144""]","[""Rural Ouachita""]","[""OUACHITA""]","[""05""]",2022,7
319-05,319-05_010,1.492,1.811,0.318,1726,low,RURAL 2-LANE,19,19,"[""HWY 144""]","[""Rural Ouachita""]","[""OUACHITA""]","[""05""]",2022,1
319-05,319-05_010,1.811,4.232,2.422,2261,low,RURAL 2-LANE,19,19,"[""HWY 144""]","[""Rural Ouachita""]","[""OUACHITA""]","[""05""]",2022,22
319-30,319-30_010,0,2.44,2.44,351,low,RURAL 2-LANE,19,19,"[""LA 155""]","[""Rural Jackson""]","[""JACKSON""]","[""05""]",2022,3
319-30,319-30_010,2.44,2.862,0.421,1112,low,RURAL 2-LANE,19,19,"[""LA 155""]","[""Rural Jackson""]","[""JACKSON""]","[""05""]",2022,1
319-30,319-30_010,2.862,4.292,1.43,1605,low,RURAL 2-LANE,19,19,"[""LA 155""]","[""Rural Jackson""]","[""JACKSON""]","[""05""]",2022,1
320-01,320-01_010,0,1.271,1.271,1230,low,URBAN 2-LANE,20,20,"[""LA 147""]","[""Rural Jackson"",""Jonesboro""]","[""JACKSON""]","[""05""]",2022,6
320-01,320-01_010,1.271,4.525,3.254,5394,med,RURAL 2-LANE,19,19,"[""LA 147""]","[""Rural Jackson""]","[""JACKSON""]","[""05""]",2022,3
320-02,320-02_010,0,8.641,8.641,454,low,RURAL 2-LANE,19,19,"[""LA 147""]","[""Rural Jackson""]","[""JACKSON""]","[""05""]",2022,5
320-31,320-31_010,0,0.135,0.136,12847,med,URBAN 2-LANE,20,20,"[""S HUDSON AVE""]","[""Jonesboro""]","[""JACKSON""]","[""05""]",2022,0
321-01,321-01_010,0,11.915,11.915,511,low,RURAL 2-LANE,19,19,"[""LA 505""]","[""Rural Winn""]","[""WINN""]","[""08""]",2022,2
321-02,321-02_010,0,1.21,1.21,669,low,RURAL 2-LANE,19,19,"[""LA 505""]","[""Rural Winn""]","[""WINN""]","[""08""]",2022,1
321-02,321-02_010,1.21,3.253,2.043,873,low,RURAL 2-LANE,19,19,"[""LA 505""]","[""Rural Winn""]","[""WINN""]","[""08""]",2022,0
321-03,321-03_010,0,1.653,1.653,873,low,RURAL 2-LANE,19,19,"[""LA 505""]","[""Rural Winn"",""Rural Jackson""]","[""WINN"",""JACKSON""]","[""08"",""05""]",2022,1
321-04,321-04_010,0,8.354,8.355,759,low,RURAL 2-LANE,19,19,"[""LA 505""]","[""Rural Jackson""]","[""JACKSON""]","[""05""]",2022,7
322-01,322-01_010,0,3.415,3.415,382,low,RURAL 2-LANE,19,19,"[""LA 1235""]","[""Dodson"",""Rural Winn""]","[""WINN""]","[""08""]",2022,0
323-01,323-01_010,0,7.806,7.807,280,low,RURAL 2-LANE,19,19,"[""LA 548""]","[""Chatham"",""Rural Jackson"",""Rural Ouachita""]","[""OUACHITA"",""JACKSON""]","[""05""]",2022,2
324-02,324-02_010,0,4.743,4.741,10181,med,URBAN 2-LANE,20,20,"[""LA 616""]","[""West Monroe"",""Rural Ouachita""]","[""OUACHITA""]","[""05""]",2022,151
324-02,324-02_010,4.743,4.935,0.192,7473,low,URBAN 2-LANE,20,20,"[""LA 616""]","[""Rural Ouachita""]","[""OUACHITA""]","[""05""]",2022,3
324-02,324-02_010,4.935,5.279,0.343,7093,low,URBAN 2-LANE,20,20,"[""LA 616""]","[""Rural Ouachita""]","[""OUACHITA""]","[""05""]",2022,6
324-02,324-02_010,5.279,5.758,0.48,6508,low,URBAN 2-LANE,20,20,"[""LA 616""]","[""Rural Ouachita""]","[""OUACHITA""]","[""05""]",2022,8
324-02,324-02_010,5.758,5.86,0.102,6096,low,URBAN 2-LANE,20,20,"[""LA 616""]","[""Rural Ouachita""]","[""OUACHITA""]","[""05""]",2022,6
324-02,324-02_010,5.86,6.197,0.337,5784,low,URBAN 2-LANE,20,20,"[""LA 616""]","[""Rural Ouachita""]","[""OUACHITA""]","[""05""]",2022,1
325-01,325-01_010,0,0.012,0.012,840,low,URBAN 2-LANE,20,20,"[""LA 553""]","[""Monroe""]","[""OUACHITA""]","[""05""]",2022,1
325-01,325-01_010,0.012,12.835,12.823,1017,low,RURAL 2-LANE,19,19,"[""LA 553""]","[""Rural Ouachita"",""Monroe"",""Sterlington""]","[""OUACHITA""]","[""05""]",2022,31
326-01,326-01_010,0,0.856,0.856,12786,med,URBAN 2-LANE,20,20,"[""LA 594""]","[""Monroe""]","[""OUACHITA""]","[""05""]",2022,35
326-01,326-01_010,0.856,2.043,1.188,8579,low,URBAN 2-LANE,20,20,"[""LA 594""]","[""Monroe"",""Rural Ouachita""]","[""OUACHITA""]","[""05""]",2022,72
326-01,326-01_010,2.043,2.42,0.377,8579,med,URBAN 2-LANE CONT TURN,37,37,"[""LA 594""]","[""Rural Ouachita""]","[""OUACHITA""]","[""05""]",2022,16
326-01,326-01_010,2.42,2.683,0.263,8579,low,URBAN 4-LANE CONT TURN,39,39,"[""LA 594""]","[""Rural Ouachita""]","[""OUACHITA""]","[""05""]",2022,32
326-01,326-01_010,2.683,2.793,0.11,8579,low,URBAN 4-LANE,22,22,"[""LA 594""]","[""Rural Ouachita"",""Monroe""]","[""OUACHITA""]","[""05""]",2022,2
326-01,326-01_010,2.793,3.462,0.669,8579,low,URBAN 4-LANE CONT TURN,39,39,"[""LA 594""]","[""Monroe""]","[""OUACHITA""]","[""05""]",2022,57
326-01,326-01_010,3.462,3.583,0.121,8579,med,URBAN 2-LANE CONT TURN,37,37,"[""LA 594""]","[""Monroe""]","[""OUACHITA""]","[""05""]",2022,2
326-01,326-01_010,3.583,9.216,5.633,8579,low,URBAN 2-LANE,20,20,"[""LA 594""]","[""Rural Ouachita"",""Monroe""]","[""OUACHITA""]","[""05""]",2022,119
326-02,326-02_010,0,1.289,1.289,4944,low,URBAN 2-LANE,20,20,"[""LA 594""]","[""Rural Ouachita""]","[""OUACHITA""]","[""05""]",2022,37
326-02,326-02_010,1.289,4.231,2.942,2642,low,URBAN 2-LANE,20,20,"[""LA 594""]","[""Rural Ouachita""]","[""OUACHITA""]","[""05""]",2022,45
328-02,328-02_010,0,5.524,5.524,268,low,RURAL 2-LANE,19,19,"[""LA 599""]","[""Bonita"",""Rural Morehouse""]","[""MOREHOUSE""]","[""05""]",2022,0
328-03,328-03_010,0,2.514,2.514,2284,low,RURAL 2-LANE,19,19,"[""OLD BONITA RD""]","[""Rural Morehouse"",""Bonita""]","[""MOREHOUSE""]","[""05""]",2022,2
328-30,328-30_010,0,3.63,3.63,120,low,RURAL 2-LANE,19,19,"[""LA 599""]","[""Rural Morehouse""]","[""MOREHOUSE""]","[""05""]",2022,0
328-31,328-31_010,0,3.94,3.94,268,low,RURAL 2-LANE,19,19,"[""LA 599""]","[""Rural Morehouse""]","[""MOREHOUSE""]","[""05""]",2022,1
329-02,329-02_010,0,2.642,2.643,85,low,RURAL 2-LANE,19,19,"[""CAIN RD""]","[""Rural Morehouse""]","[""MOREHOUSE""]","[""05""]",2022,0
329-03,329-03_010,0,9.626,9.626,61,low,RURAL 2-LANE,19,19,"[""LA 834""]","[""Rural Morehouse""]","[""MOREHOUSE""]","[""05""]",2022,1
330-01,330-01_010,0,4.677,4.677,836,low,RURAL 2-LANE,19,19,"[""LA 138""]","[""Rural Morehouse"",""Collinston""]","[""MOREHOUSE""]","[""05""]",2022,4
330-01,330-01_010,4.677,7.18,2.503,1830,low,RURAL 2-LANE,19,19,"[""LA 138""]","[""Rural Morehouse"",""Mer Rouge""]","[""MOREHOUSE""]","[""05""]",2022,4
331-01,331-01_010,0,3.886,3.886,246,low,RURAL 2-LANE,19,19,"[""LA 592""]","[""Rural Morehouse""]","[""MOREHOUSE""]","[""05""]",2022,1
331-02,331-02_010,0,5.751,5.752,8914,low,URBAN 2-LANE,20,20,"[""LA 1268""]","[""Rural Morehouse"",""Bastrop""]","[""MOREHOUSE""]","[""05""]",2022,20
332-01,332-01_010,0,5.224,5.223,573,low,RURAL 2-LANE,19,19,"[""STATE RTE 878 "",""LA 585""]","[""Rural West Carroll""]","[""WEST CARROLL""]","[""05""]",2022,8
332-02,332-02_010,0,6.536,6.537,584,low,RURAL 2-LANE,19,19,"[""LA 585""]","[""Rural West Carroll""]","[""WEST CARROLL""]","[""05""]",2022,8
332-03,332-03_010,1.144,8.865,7.721,584,low,RURAL 2-LANE,19,19,"[""LA 585""]","[""Rural West Carroll"",""Kilbourne""]","[""WEST CARROLL""]","[""05""]",2022,9
332-04,332-04_010,0,3.28,3.28,372,low,RURAL 2-LANE,19,19,"[""LA 585""]","[""Kilbourne"",""Rural West Carroll""]","[""WEST CARROLL""]","[""05""]",2022,3
332-05,332-05_010,0,2.227,2.228,372,low,RURAL 2-LANE,19,19,"[""LA 585""]","[""Rural East Carroll"",""Rural West Carroll""]","[""EAST CARROLL"",""WEST CARROLL""]","[""05""]",2022,2
333-01,333-01_010,0,0.693,0.693,548,low,RURAL 2-LANE,19,19,"[""LA 582""]","[""Rural West Carroll""]","[""WEST CARROLL""]","[""05""]",2022,4
333-01,333-01_010,0.693,1.694,1.001,324,low,RURAL 2-LANE,19,19,"[""LA 582""]","[""Rural West Carroll""]","[""WEST CARROLL""]","[""05""]",2022,7
333-01,333-01_010,1.694,5.766,4.071,373,low,RURAL 2-LANE,19,19,"[""LA 582""]","[""Forest"",""Rural West Carroll""]","[""WEST CARROLL""]","[""05""]",2022,8
333-02,333-02_010,0,2.32,2.32,384,low,RURAL 2-LANE,19,19,"[""LA 582""]","[""Forest"",""Rural West Carroll""]","[""WEST CARROLL""]","[""05""]",2022,14
333-02,333-02_010,2.32,4.316,1.996,593,low,RURAL 2-LANE,19,19,"[""LA 582""]","[""Rural West Carroll""]","[""WEST CARROLL""]","[""05""]",2022,4
333-03,333-03_010,0,6.838,6.838,593,low,RURAL 2-LANE,19,19,"[""LA 582""]","[""Rural West Carroll"",""Rural East Carroll""]","[""WEST CARROLL"",""EAST CARROLL""]","[""05""]",2022,8
334-01,334-01_010,0,1.499,1.499,612,low,RURAL 2-LANE,19,19,"[""LA 585""]","[""Rural West Carroll""]","[""WEST CARROLL""]","[""05""]",2022,2
334-01,334-01_010,1.499,2.479,0.98,509,low,RURAL 2-LANE,19,19,"[""LA 585""]","[""Rural West Carroll""]","[""WEST CARROLL""]","[""05""]",2022,9
334-01,334-01_010,2.479,3.488,1.009,552,low,RURAL 2-LANE,19,19,"[""LA 585""]","[""Rural West Carroll""]","[""WEST CARROLL""]","[""05""]",2022,2
334-01,334-01_010,3.488,4.489,1.001,595,low,RURAL 2-LANE,19,19,"[""LA 585""]","[""Rural West Carroll""]","[""WEST CARROLL""]","[""05""]",2022,1
334-01,334-01_010,4.489,7.188,2.699,758,low,RURAL 2-LANE,19,19,"[""LA 585""]","[""Rural West Carroll""]","[""WEST CARROLL""]","[""05""]",2022,3
334-02,334-02_010,0,6.811,6.811,565,low,RURAL 2-LANE,19,19,"[""LA 585""]","[""Rural West Carroll""]","[""WEST CARROLL""]","[""05""]",2022,10
335-02,335-02_010,0,1.613,1.613,888,low,RURAL 2-LANE,19,19,"[""LA 540""]","[""Homer"",""Rural Claiborne""]","[""CLAIBORNE""]","[""04""]",2022,4
335-02,335-02_010,1.613,8.16,6.548,606,low,RURAL 2-LANE,19,19,"[""LA 540""]","[""Rural Claiborne""]","[""CLAIBORNE""]","[""04""]",2022,8
337-03,337-03_010,0,3.201,3.201,284,low,RURAL 2-LANE,19,19,"[""STATE RTE 877 ""]","[""Rural West Carroll""]","[""WEST CARROLL""]","[""05""]",2022,4
337-04,337-04_010,0,0.738,0.737,284,low,RURAL 2-LANE,19,19,"[""STATE RTE 877""]","[""Rural East Carroll"",""Rural West Carroll""]","[""EAST CARROLL"",""WEST CARROLL""]","[""05""]",2022,1
338-01,338-01_010,0,6.933,6.932,765,low,RURAL 2-LANE,19,19,"[""STATE RTE 581""]","[""Rural East Carroll""]","[""EAST CARROLL""]","[""05""]",2022,4
339-03,339-03_010,0,6.453,6.455,1594,low,RURAL 2-LANE,19,19,"[""LA 3048 HWY""]","[""Rural Richland"",""Rayville""]","[""RICHLAND""]","[""05""]",2022,2
340-01,340-01_010,0,0.013,0.013,1113,low,RURAL 2-LANE,19,19,"[""LA 584 HWY""]","[""Rural Richland""]","[""RICHLAND""]","[""05""]",2022,0
340-01,340-01_010,0.013,4.145,4.132,990,low,RURAL 2-LANE,19,19,"[""LA 584 HWY""]","[""Rural Richland""]","[""RICHLAND""]","[""05""]",2022,5
340-02,340-02_010,0,10.47,10.47,1108,low,RURAL 2-LANE,19,19,"[""LA 583 HWY""]","[""Rural Richland""]","[""RICHLAND""]","[""05""]",2022,15
341-01,341-01_010,0,8.061,8.061,162,low,RURAL 2-LANE,19,19,"[""LA 576""]","[""Rural Richland""]","[""RICHLAND""]","[""05""]",2022,0
341-02,341-02_010,0,1.675,1.675,163,low,RURAL 2-LANE,19,19,"[""LA 576""]","[""Rural Richland""]","[""RICHLAND""]","[""05""]",2022,0
341-02,341-02_010,1.675,6.505,4.831,271,low,RURAL 2-LANE,19,19,"[""LA 622 HWY""]","[""Rural Richland""]","[""RICHLAND""]","[""05""]",2022,1
341-02,341-02_010,6.505,7.267,0.762,533,low,RURAL 2-LANE,19,19,"[""LA 576""]","[""Rural Richland"",""Mangham""]","[""RICHLAND""]","[""05""]",2022,1
