HighwayClassDescription,HighwayClassCode,ControlSection,ControlSectionSeq,BeginLogMile,EndLogMile,SegmentLength,AADT,RouteNames,DOTDDistricts,Parishes,Fatal,Serious,Minor,Possible,PDO,TL_5y,FI_5y,FSM_5y,TLCpY,TLCpMpY,PredTL,PredTLpMpY,PSI_Limit_TL,Expected_TL,PSI_Limit_TL_Low,TLCr_Delta,TL_LOSS,TL_Rank,FICpY,FICpMpY,PredFI,PredFIpMpY,PSI_Limit_FI,Expected_FI,PSI_Limit_FI_Low,FICr_Delta,FI_LOSS,FI_Rank,HPSI_Rank
URBAN 2-LANE,20,832-29,832-29_010,2.199,5.02,2.82078165,9068,"[""ARNOLD RD""]","[""62""]","[""LIVINGSTON""]",3,0,25,32,67,127,60,28,25.4,9.004596297,101.9556453,7.228893116,11.51883392,8.951124502,1.841628754,1.722231386,LOSS 3,442,12,4.254139983,33.69195315,2.388838083,3.76036774,4.07443002,0.692272186,1.685591937,LOSS 4,191,5
URBAN 2-LANE,20,412-03,412-03_010,0,4.291,4.29129389,3754,"[""LA 316""]","[""02""]","[""LAFOURCHE"",""TERREBONNE""]",2,2,22,121,241,388,147,26,77.6,18.08312411,77.49272131,3.611624992,5.754920956,17.23641867,0.920095557,13.62479368,LOSS 4,133,29.4,6.851080526,26.48410441,1.234317904,1.942990302,5.890361426,0.357698565,4.656043522,LOSS 4,70,6
URBAN 2-LANE,20,032-01,032-01_010,2.17,5.426,3.25590079,5923,"[""LA 182""]","[""03""]","[""LAFAYETTE""]",1,1,22,79,191,294,103,24,58.8,18.05951833,84.17332871,5.170509431,8.238915486,17.52330574,1.317236082,12.35279631,LOSS 4,143,20.6,6.326974109,28.27226375,1.736678454,2.733776591,5.739895633,0.503279899,4.00321718,LOSS 4,83,7
URBAN 2-LANE,20,832-10,832-10_010,0,5.389,5.38862555,4250,"[""LA 1024""]","[""62""]","[""LIVINGSTON""]",1,1,21,48,153,224,71,23,44.8,8.313808333,107.2894621,3.982071536,6.345206653,8.082684472,1.01447031,4.100612936,LOSS 4,323,14.2,2.63518032,36.49495365,1.354518079,2.132202314,2.432491549,0.392531917,1.07797347,LOSS 4,276,8
URBAN 2-LANE,20,003-04,003-04_010,1.589,5.386,3.79685373,12645,"[""US 90""]","[""07""]","[""CALCASIEU""]",1,5,15,74,176,271,95,21,54.2,14.27497709,178.2734271,9.390587036,14.9633714,14.16096136,2.392340684,4.770374319,LOSS 3,302,19,5.004143259,58.1638638,3.063792705,4.822841418,4.855225161,0.887870337,1.791432456,LOSS 4,183,9
URBAN 2-LANE,20,265-02,265-02_010,2.001,4.545,2.54330907,10176,"[""LA 44""]","[""61""]","[""ASCENSION""]",3,1,16,79,219,318,99,20,63.6,25.00679164,100.654506,7.915239811,12.61248871,24.53551154,2.016482053,16.62027173,LOSS 4,108,19.8,7.785133248,33.11522407,2.604105373,4.099228786,7.323560916,0.754655467,4.719455542,LOSS 4,68,10
URBAN 2-LANE,20,273-03,273-03_010,0,2.991,2.99138219,6613,"[""LA 1026"",""LA 64""]","[""62""]","[""LIVINGSTON""]",5,2,13,70,241,331,90,20,66.2,22.13023806,84.33936021,5.638822113,8.985145361,21.4989559,1.436543158,15.86013379,LOSS 4,109,18,6.017285274,28.20915793,1.88602834,2.968874356,5.525778226,0.546560678,3.639749886,LOSS 4,94,11
URBAN 2-LANE,20,268-01,268-01_010,6.239,7.596,1.3562138,28561,"[""LA 447""]","[""62""]","[""LIVINGSTON""]",4,5,10,47,132,198,66,19,39.6,29.19893604,120.8913193,17.82776717,28.40754261,29.0575587,4.54179196,11.22979153,LOSS 4,161,13.2,9.732978679,38.21314509,5.635268583,8.870706781,9.555790132,1.633069955,3.920521549,LOSS 4,85,12
URBAN 2-LANE,20,080-03,080-03_010,0.256,2.784,2.52848859,10021,"[""LA 94""]","[""03""]","[""LAFAYETTE""]",1,3,15,45,152,216,64,19,43.2,17.08530549,98.86672925,7.820223484,12.46108555,16.82681397,1.992275747,9.006590482,LOSS 4,189,12.8,5.062312739,32.54621751,2.57436143,4.052407628,4.838333405,0.746035835,2.263971975,LOSS 4,156,13
URBAN 2-LANE,20,065-04,065-04_010,2.912,7.463,4.55099406,22735,"[""LA 24""]","[""02""]","[""TERREBONNE""]",1,0,17,278,732,1028,296,18,205.6,45.17694317,339.018036,14.89863672,23.74013826,44.72758109,3.79556833,29.82894437,LOSS 4,54,59.2,13.00814706,108.1228597,4.751615065,7.479711633,12.58811053,1.376992008,7.836495468,LOSS 4,32,14
URBAN 2-LANE,20,053-04,053-04_010,12.314,13.991,1.67652886,15648,"[""LA 1 BUS""]","[""08""]","[""NATCHITOCHES""]",0,3,13,48,160,224,64,16,44.8,26.7218782,93.08588706,11.10459704,17.69454978,26.41248027,2.829000911,15.30788324,LOSS 4,114,12.8,7.634822344,30.12165031,3.593335138,5.656415822,7.367330778,1.041328832,3.773995641,LOSS 4,91,15
URBAN 2-LANE,20,273-03,273-03_010,3.028,5.63,2.60233486,6613,"[""LA 1026""]","[""62""]","[""LIVINGSTON""]",0,2,14,45,103,164,61,16,32.8,12.60406587,73.37051677,5.638822113,8.985145361,12.33744025,1.436543158,6.698618133,LOSS 4,233,12.2,4.688097672,24.54038648,1.88602834,2.968874356,4.354727745,0.546560678,2.468699405,LOSS 4,145,16
URBAN 2-LANE,20,404-01,404-01_010,0.547,2.836,2.28945388,6490,"[""LA 347""]","[""03""]","[""ST. MARTIN""]",1,3,12,29,57,102,45,16,20.4,8.910421904,63.60256794,5.556134456,8.853387237,8.780184972,1.415477696,3.224050517,LOSS 3,366,9,3.931068487,21.28853499,1.8597042,2.927436451,3.681564433,0.538932086,1.821860233,LOSS 4,181,17
URBAN 2-LANE,20,391-02,391-02_010,1.546,6.996,5.44958542,1813,"[""LA 98""]","[""03""]","[""LAFAYETTE""]",2,3,11,57,158,231,73,16,46.2,8.477709117,55.50306354,2.036964623,3.245788369,7.838471414,0.518935964,5.801506791,LOSS 4,262,14.6,2.679102881,19.49958948,0.715635704,1.126511433,2.163739012,0.207387305,1.448103308,LOSS 4,223,18
URBAN 2-LANE,20,012-12,012-12_010,5.075,6.454,1.37921533,19024,"[""US 190""]","[""03""]","[""ST. LANDRY""]",0,3,12,42,176,233,57,15,46.6,33.78732747,89.30133712,12.94958592,20.63443563,33.4323203,3.299029244,20.48273438,LOSS 4,87,11.4,8.26556938,28.67905747,4.158749811,6.546458187,8.02857658,1.205182906,3.869826768,LOSS 4,88,19
URBAN 2-LANE,20,823-15,823-15_010,0,3.856,3.85634333,3034,"[""LA 677""]","[""03""]","[""IBERIA""]",3,0,12,20,59,94,35,15,18.8,4.875084605,58.89551683,3.05447476,4.867133448,4.750463529,0.778156276,1.69598877,LOSS 3,444,7,1.815191076,20.29167121,1.052378872,1.656592628,1.666554173,0.30497363,0.614175301,LOSS 4,363,20
URBAN 2-LANE,20,066-07,066-07_010,8.366,10.397,2.0312646,13364,"[""LA 29"",""US 167""]","[""03""]","[""EVANGELINE""]",0,1,13,49,171,234,63,14,46.8,23.0398344,99.6153612,9.80821122,15.62883201,22.74382713,2.498734387,12.93561591,LOSS 4,139,12.6,6.203032338,32.43151913,3.193234316,5.026600752,5.980708283,0.925381806,2.787473967,LOSS 4,129,21
URBAN 2-LANE,20,262-01,262-01_010,11.3,14.245,2.94440487,6241,"[""LA 16""]","[""62""]","[""LIVINGSTON""]",2,2,10,31,125,170,45,14,34,11.54732501,79.31798546,5.387709161,8.585011019,11.30098821,1.372569763,5.913279051,LOSS 4,254,9,3.056644856,26.58834373,1.80602498,2.842937795,2.902078668,0.523376142,1.096053688,LOSS 4,273,22
URBAN 2-LANE,20,262-01,262-01_010,1.025,1.873,0.8479824,9522,"[""LA 16""]","[""62""]","[""LIVINGSTON""]",1,3,9,14,74,101,27,13,20.2,23.82124912,31.85093832,7.512169667,11.97021915,23.34811563,1.913796129,15.83594597,LOSS 4,111,5.4,6.368056696,10.50566827,2.477803376,3.900411646,6.005458452,0.71805384,3.527655075,LOSS 4,97,23
URBAN 2-LANE,20,801-30,801-30_010,0,1.194,1.19423771,8957,"[""LA 1111""]","[""03""]","[""ACADIA""]",0,4,9,23,92,128,36,13,25.6,21.43626833,42.74880309,7.159178233,11.40774719,21.00228266,1.82386823,13.84310443,LOSS 4,130,7.2,6.028950467,14.13330939,2.366917285,3.725861315,5.6731868,0.685919659,3.306269514,LOSS 4,105,24
URBAN 2-LANE,20,208-02,208-02_010,8.844,10.516,1.67207221,938,"[""LA 357""]","[""03""]","[""ST. LANDRY""]",2,3,8,25,53,91,38,13,18.2,10.88469738,10.13946387,1.212802152,1.932531903,9.374318335,0.308972796,8.161516182,LOSS 4,199,7.6,4.545258246,3.652094038,0.436834488,0.687639036,3.03212872,0.126592241,2.595294233,LOSS 4,135,25
URBAN 2-LANE,20,810-26,810-26_010,3.366,7.211,3.84540227,3022,"[""LA 379""]","[""07""]","[""CALCASIEU""]",0,2,11,46,122,181,59,13,36.2,9.413839557,58.54557472,3.044964902,4.851980025,8.976620859,0.77573355,5.931655957,LOSS 4,253,11.8,3.068599634,20.17413651,1.049260134,1.651683296,2.674182432,0.304069837,1.624922298,LOSS 4,199,26
URBAN 2-LANE,20,249-01,249-01_010,3.663,7.148,3.48569777,3065,"[""LA 45""]","[""02""]","[""JEFFERSON""]",3,2,8,26,77,116,39,13,23.2,6.655769241,53.66240238,3.079004889,4.906220828,6.412757084,0.784405558,3.333752194,LOSS 4,355,7.8,2.237715521,18.4815408,1.0604213,1.669252543,2.009718073,0.307304282,0.949296774,LOSS 4,292,27
URBAN 2-LANE,20,065-04,065-04_010,0.322,2.912,2.589821,7141,"[""LA 24""]","[""02""]","[""TERREBONNE""]",2,0,10,108,359,479,120,12,95.8,36.99097351,77.56700735,5.990144288,9.544957454,35.87136518,1.526045798,29.8812209,LOSS 4,53,24,9.26704973,25.86798058,1.99766552,3.144607008,8.445057482,0.578912521,6.447391962,LOSS 4,45,28
URBAN 2-LANE,20,257-03,257-03_010,0.262,2.233,1.97095325,3694,"[""GARDERE LN""]","[""61""]","[""EAST BATON ROUGE""]",1,0,11,76,273,361,88,12,72.2,36.63202057,35.14335018,3.566127221,5.682422821,34.67416416,0.90850457,31.10803694,LOSS 4,48,17.6,8.929689225,12.01803286,1.219514756,1.91968806,7.597659964,0.353408694,6.378145208,LOSS 4,46,29
URBAN 2-LANE,20,382-05,382-05_010,0,2.089,2.08873804,4164,"[""LA 384""]","[""07""]","[""CALCASIEU""]",1,0,11,48,132,192,60,12,38.4,18.38430634,40.92392956,3.918531551,6.243959267,17.60063394,0.998282899,13.68210239,LOSS 4,132,12,5.745095733,13.93126917,1.333941251,2.099811486,5.037905155,0.386568865,3.703963905,LOSS 4,93,30
URBAN 2-LANE,20,832-33,832-33_010,0,1.721,1.72139325,4894,"[""LA 3003""]","[""62""]","[""LIVINGSTON""]",0,0,12,34,158,204,46,12,40.8,23.70173114,38.29768803,4.449615221,7.090211175,22.77726829,1.133581477,18.32765307,LOSS 4,96,9.2,5.344508002,12.95736646,1.50545106,2.369792092,4.789007708,0.436271468,3.283556648,LOSS 4,108,31
URBAN 2-LANE,20,004-05,004-05_010,0,2.397,2.39724928,11516,"[""LA 182""]","[""03""]","[""IBERIA""]",0,1,11,61,157,230,73,12,46,19.18865943,104.5726733,8.724388752,13.90182197,18.92620874,2.222620383,10.20181999,LOSS 4,170,14.6,6.090313645,34.24114551,2.856702955,4.496852971,5.825622301,0.827856862,2.968919347,LOSS 4,118,32
URBAN 2-LANE,20,803-25,803-25_010,0,2.322,2.32177696,10531,"[""LA 427""]","[""61""]","[""ASCENSION""]",2,0,10,51,199,262,63,12,52.4,22.56892066,94.40003666,8.131705869,12.95741518,22.1811434,2.071628825,14.04943753,LOSS 4,127,12.6,5.426877869,31.01664172,2.671802008,4.205792829,5.187108821,0.774273581,2.515306813,LOSS 4,141,33
URBAN 2-LANE,20,001-07,001-07_010,11.118,13.72,2.6020475,5853,"[""US 80""]","[""05""]","[""LINCOLN""]",3,3,6,26,60,98,38,12,19.6,7.532529671,66.64322322,5.122367921,8.162204702,7.431358572,1.304971578,2.308990651,LOSS 3,403,7.6,2.920776811,22.3943771,1.721288877,2.709551229,2.766172816,0.498820084,1.044883938,LOSS 4,279,34
URBAN 2-LANE,20,391-02,391-02_010,7.343,11.615,4.27138384,1813,"[""LA 98""]","[""03""]","[""LAFAYETTE""]",0,2,10,23,91,126,35,12,25.2,5.899727335,43.50328886,2.036964623,3.245788369,5.516351847,0.518935964,3.479387224,LOSS 4,348,7,1.638813149,15.2837739,0.715635704,1.126511433,1.396500822,0.207387305,0.680865118,LOSS 4,342,35
URBAN 2-LANE,20,065-30,065-30_010,0.791,1.23,0.43957999,23150,"[""LA 3040""]","[""02""]","[""TERREBONNE""]",0,1,10,34,119,164,45,11,32.8,74.61668126,33.21507916,15.11218887,24.08042159,73.74586838,3.849972758,58.63367951,LOSS 4,18,9,20.47408937,10.58579532,4.816322653,7.581570494,19.68769242,1.395743912,14.87136976,LOSS 4,15,36
URBAN 2-LANE,20,803-08,803-08_010,0,1.769,1.76924733,10353,"[""LA 621""]","[""61""]","[""ASCENSION""]",1,2,8,60,200,271,71,11,54.2,30.63449586,70.9765927,8.023365812,12.78478141,30.01919322,2.044028173,21.99582741,LOSS 4,78,14.2,8.02601183,23.33576705,2.637931583,4.152476007,7.551606743,0.764458117,4.91367516,LOSS 4,62,37
URBAN 2-LANE,20,264-03,264-03_010,0,2.561,2.5608885,5635,"[""HWY 74 ""]","[""61""]","[""ASCENSION""]",2,1,8,48,103,162,59,11,32.4,12.65185892,63.65915319,4.971645832,7.922037544,12.32011588,1.266573703,7.348470051,LOSS 4,221,11.8,4.607775778,21.42260993,1.673060731,2.633633332,4.220052204,0.484843832,2.546991472,LOSS 4,138,38
URBAN 2-LANE,20,828-12,828-12_010,0,1.796,1.79626256,13861,"[""LA 339""]","[""03""]","[""LAFAYETTE""]",0,0,11,41,157,209,52,11,41.8,23.27054014,90.65812665,10.09408409,16.08435432,22.98393366,2.571563199,12.88984957,LOSS 4,140,10.4,5.78979946,29.47379355,3.281679884,5.165826539,5.609166345,0.951012847,2.327486461,LOSS 4,153,39
URBAN 2-LANE,20,058-01,058-01_010,0,2.762,2.76237471,1524,"[""LA 41""]","[""62""]","[""ST. TAMMANY""]",0,0,11,10,83,104,21,11,20.8,7.529753268,24.54128959,1.776825533,2.831271386,6.884561633,0.452663076,5.1077361,LOSS 4,285,4.2,1.520430948,8.678784258,0.62835677,0.989122095,1.263139553,0.182094349,0.634782783,LOSS 4,357,40
URBAN 2-LANE,20,810-06,810-06_010,1.774,2.056,0.28147146,26620,"[""LA 1138-2""]","[""07""]","[""CALCASIEU""]",0,1,9,33,181,224,43,10,44.8,159.1635614,23.73854515,16.86746155,26.87734972,157.2949989,4.297145041,140.4275374,LOSS 4,9,8.6,30.55371937,7.524376769,5.346458052,8.416078311,29.40753289,1.549374246,24.06107484,LOSS 4,7,41
URBAN 2-LANE,20,382-05,382-05_010,2.52,3.9,1.37998195,4164,"[""LA 384""]","[""07""]","[""CALCASIEU""]",1,0,9,54,167,231,64,10,46.2,33.47869876,27.03751405,3.918531551,6.243959267,31.87729908,0.998282899,27.95876752,LOSS 4,59,12.8,9.275483639,9.204074241,1.333941251,2.099811486,8.002305842,0.386568865,6.668364592,LOSS 4,43,42
URBAN 2-LANE,20,017-04,017-04_010,0.88,1.96,1.07999958,18109,"[""US 51""]","[""62""]","[""TANGIPAHOA""]",0,0,10,43,153,206,53,10,41.2,38.14816298,67.26770443,12.45698715,19.84950722,37.6934673,3.173535056,25.23648016,LOSS 4,67,10.6,9.814818632,21.64434553,4.008213695,6.309493128,9.467903289,1.161558364,5.459689595,LOSS 4,54,43
URBAN 2-LANE,20,264-04,264-04_010,0.576,2.288,1.7120847,4191,"[""LA 429""]","[""61""]","[""ASCENSION""]",3,1,6,18,49,77,28,10,15.4,8.994882087,33.71531372,3.938510019,6.27579383,8.722271554,1.003372603,4.783761536,LOSS 4,300,5.6,3.270866214,11.47450152,1.340412834,2.10999867,2.962634069,0.388444294,1.622221236,LOSS 4,200,44
URBAN 2-LANE,20,064-11,064-11_010,1.747,3.48,1.73349609,7269,"[""LA 1""]","[""61""]","[""ASCENSION""]",1,0,9,23,33,66,33,10,13.2,7.614669613,52.6503181,6.074466324,9.679319867,7.559789147,1.547527632,1.485322823,LOSS 3,466,6.6,3.807334806,17.54654469,2.024411222,3.18670851,3.608094982,0.586663279,1.58368376,LOSS 4,203,45
URBAN 2-LANE,20,267-02,267-02_010,5.94,7.165,1.22556648,5907,"[""HWY 431 ""]","[""61""]","[""ASCENSION""]",3,0,7,9,35,54,19,10,10.8,8.812251458,31.61665178,5.159516402,8.221398713,8.659978949,1.314435504,3.500462548,LOSS 4,345,3.8,3.100606994,10.62054399,1.733164893,2.728245751,2.925408088,0.502261689,1.192243195,LOSS 4,255,46
URBAN 2-LANE,20,397-05,397-05_010,0.046,2.272,2.22617809,4366,"[""LA 89"",""LA 88 ""]","[""03""]","[""IBERIA""]",1,4,5,21,40,71,31,10,14.2,6.378645115,45.27316647,4.067344537,6.481084377,6.257773777,1.036194412,2.19042924,LOSS 3,409,6.2,2.785042234,15.38409052,1.382107801,2.175632423,2.566744305,0.400527267,1.184636504,LOSS 4,258,47
URBAN 2-LANE,20,407-09,407-09_010,0,3.535,3.53538697,1248,"[""LA 308""]","[""61""]","[""ASCENSION""]",2,0,8,19,36,65,29,10,13,3.677108082,26.8396097,1.518340704,2.419390372,3.399093517,0.386811626,1.880752813,LOSS 4,425,5.8,1.640555913,9.563529138,0.541017389,0.851637602,1.288618666,0.156783875,0.747601277,LOSS 4,326,48
URBAN 2-LANE,20,803-21,803-21_010,0,3.034,3.03417407,2490,"[""LA 935""]","[""61""]","[""ASCENSION""]",1,3,6,14,40,64,24,10,12.8,4.218610965,39.66641461,2.614643306,4.166286806,4.091810117,0.666105062,1.477166811,LOSS 3,468,4.8,1.581979112,13.76932757,0.907616191,1.428715772,1.43421099,0.263022199,0.526594799,LOSS 4,388,49
URBAN 2-LANE,20,832-13,832-13_010,3.609,4.424,0.81478451,9063,"[""LA 1026""]","[""62""]","[""LIVINGSTON""]",0,1,8,36,109,154,45,9,30.8,37.80140592,29.4371733,7.225756735,11.51383628,36.88029302,1.840829732,29.65453628,LOSS 4,55,9,11.04586537,9.727924604,2.387852121,3.758815697,10.21140968,0.69198646,7.823557561,LOSS 4,33,50
URBAN 2-LANE,20,013-09,013-09_010,0.004,0.976,0.97141247,19432,"[""US 190""]","[""62""]","[""TANGIPAHOA""]",1,4,4,50,184,243,59,9,48.6,50.03024102,63.95584308,13.16759771,20.98182512,49.41244544,3.354569805,36.24484773,LOSS 4,37,11.8,12.14726016,20.52244692,4.225279694,6.651185597,11.69689434,1.224462901,7.471614648,LOSS 4,37,51
URBAN 2-LANE,20,024-06,024-06_010,17.644,18.343,0.69964898,19614,"[""US 171""]","[""08""]","[""VERNON""]",0,1,8,33,113,155,42,9,31,44.30793282,46.40258263,13.26453235,21.13628501,43.79140299,3.379264818,30.52687064,LOSS 4,50,8.4,12.0060205,14.88448221,4.254842825,6.69772213,11.56825365,1.233030135,7.31341083,LOSS 4,38,52
URBAN 2-LANE,20,018-04,018-04_010,0.225,1.036,0.81182932,15127,"[""US 11""]","[""62""]","[""ST. TAMMANY""]",1,0,8,23,63,95,32,9,19,23.40393422,43.89014075,10.81265228,17.22935226,23.14788689,2.754625229,12.33523461,LOSS 4,144,6.4,7.883430473,14.2210104,3.503448336,5.514921331,7.586601445,1.01528013,4.083153108,LOSS 4,82,53
URBAN 2-LANE,20,255-30,255-30_010,0,0.788,0.78801964,17288,"[""LA 3034""]","[""61""]","[""EAST BATON ROUGE""]",0,2,7,18,91,118,27,9,23.6,29.94849215,47.32238546,12.01045838,19.1379888,29.61942885,3.059777639,17.60897046,LOSS 4,100,5.4,6.852621084,15.25407123,3.871495191,6.094278939,6.668612383,1.121938091,2.797117192,LOSS 4,128,54
URBAN 2-LANE,20,832-02,832-02_010,0.893,2.365,1.47239752,6698,"[""LA 1019""]","[""62""]","[""LIVINGSTON""]",1,2,6,18,26,53,27,9,10.6,7.199142797,41.93220515,5.695772314,9.075892298,7.142148209,1.451051759,1.446375894,LOSS 3,473,5.4,3.66748784,14.01831201,1.904147734,2.997396836,3.459459189,0.551811579,1.555311454,LOSS 4,207,55
URBAN 2-LANE,20,849-02,849-02_010,2.444,4.262,1.81780629,5955,"[""LA 749""]","[""03""]","[""ST. LANDRY""]",2,1,6,19,66,94,28,9,18.8,10.34213607,47.19458242,5.192476523,8.273918809,10.12876711,1.322832406,4.936290587,LOSS 4,293,5.6,3.080636276,15.84852972,1.743698414,2.744826998,2.910248498,0.505314245,1.166550084,LOSS 4,260,56
URBAN 2-LANE,20,400-30,400-30_010,0,4.133,4.13265698,3181,"[""LA 347"",""BRIDGE ST""]","[""03""]","[""ST. MARTIN""]",1,0,8,30,65,104,39,9,20.8,5.033081647,65.50946218,3.17033146,5.051744573,4.909927563,0.807671864,1.739596103,LOSS 3,439,7.8,1.887405618,22.52993113,1.090336374,1.716343085,1.736476612,0.315973506,0.646140239,LOSS 4,352,57
URBAN 2-LANE,20,853-36,853-36_010,2.84,3.737,0.89724102,16099,"[""US 51 BUS""]","[""62""]","[""TANGIPAHOA""]",0,0,8,27,92,127,35,8,25.4,28.30900442,50.94375478,11.35564551,18.09458137,27.98041849,2.892957877,16.62477299,LOSS 4,107,7,7.801694131,16.46677257,3.670534941,5.777939191,7.533645152,1.063700912,3.86311021,LOSS 4,89,58
URBAN 2-LANE,20,013-08,013-08_010,5.457,6.432,0.97491744,17946,"[""US 190""]","[""62""]","[""TANGIPAHOA""]",0,1,7,29,139,176,37,8,35.2,36.10562142,60.29222691,12.36868363,19.70880055,35.68256703,3.151038902,23.3138834,LOSS 4,74,7.4,7.59038632,19.40669129,3.981196868,6.266964837,7.373380152,1.153729036,3.392183284,LOSS 4,103,59
URBAN 2-LANE,20,203-03,203-03_010,0,1.09,1.0902046,8358,"[""LA 29""]","[""03""]","[""EVANGELINE""]",0,0,8,24,62,94,32,8,18.8,17.24446952,36.95636898,6.779712538,10.80308998,16.90913485,1.727195762,10.12942231,LOSS 4,172,6.4,5.87045771,12.25069226,2.247411589,3.53774251,5.501670456,0.651287563,3.254258867,LOSS 4,111,60
URBAN 2-LANE,20,218-01,218-01_010,7.592,10.104,2.51197299,4160,"[""LA 342""]","[""03""]","[""LAFAYETTE""]",0,0,8,40,80,128,48,8,25.6,10.19119238,49.17902328,3.915569433,6.239239299,9.85097201,0.997528272,5.935402577,LOSS 4,252,9.6,3.821697143,16.74206889,1.332981601,2.098300862,3.422468325,0.386290763,2.089486724,LOSS 4,162,61
URBAN 2-LANE,20,326-01,326-01_010,0,2.043,2.04292469,3832,"[""LA 594""]","[""05""]","[""OUACHITA""]",1,1,6,29,85,122,37,8,24.4,11.94366103,37.49319579,3.670541159,5.848800548,11.46693513,0.935105006,7.796393973,LOSS 4,210,7.4,3.622257852,12.80375853,1.253473375,1.973143712,3.222235274,0.363249715,1.968761899,LOSS 4,174,62
URBAN 2-LANE,20,824-06,824-06_010,10.982,14.89,3.90831869,817,"[""LA 405""]","[""61""]","[""IBERVILLE""]",0,0,8,12,35,55,20,8,11,2.814509479,21.25953023,1.087911806,1.733526173,2.51922194,0.277155801,1.431310134,LOSS 4,474,4,1.023457992,7.69742294,0.393899451,0.620053239,0.776242997,0.114149903,0.382343546,LOSS 4,441,63
URBAN 2-LANE,20,217-01,217-01_010,0,0.529,0.52914072,8833,"[""LA 93""]","[""03""]","[""LAFAYETTE""]",0,1,6,12,56,75,19,7,15,28.34784667,18.73443957,7.081080274,11.28330249,27.69448264,1.803972037,20.61340236,LOSS 4,86,3.8,7.181454491,6.197158481,2.342347979,3.687185765,6.70689153,0.678799609,4.36454355,LOSS 4,75,64
URBAN 2-LANE,20,077-02,077-02_010,0,1.023,1.02313196,9333,"[""LA 73""]","[""61""]","[""ASCENSION""]",1,1,5,29,92,128,36,7,25.6,25.02121036,37.82825628,7.394599671,11.78287798,24.50196396,1.883844063,17.10736428,LOSS 4,104,7.2,7.037215415,12.48681474,2.440900143,3.842320758,6.602942354,0.707359486,4.16204221,LOSS 4,77,65
URBAN 2-LANE,20,077-02,077-02_010,2.345,4.549,2.20449517,7101,"[""LA 73""]","[""61""]","[""ASCENSION""]",3,0,4,50,171,228,57,7,45.6,20.6850079,65.73504524,5.963727763,9.50286421,20.1510729,1.519315939,14.18734514,LOSS 4,126,11.4,5.171251974,21.92682142,1.989282782,3.131411397,4.810103796,0.576483249,2.820821014,LOSS 4,126,66
URBAN 2-LANE,20,281-03,281-03_010,6.552,8.368,1.81685325,9362,"[""LA 59""]","[""62""]","[""ST. TAMMANY""]",0,2,5,35,71,113,42,7,22.6,12.4390894,67.33868832,7.412672247,11.81167562,12.29137111,1.888448223,4.878698859,LOSS 4,297,8.4,4.62337836,22.225336,2.446574702,3.851253314,4.418139756,0.709003942,1.971565053,LOSS 4,173,67
URBAN 2-LANE,20,269-04,269-04_010,0.973,4.963,3.99003064,1539,"[""LA 442""]","[""62""]","[""TANGIPAHOA""]",2,0,5,19,52,78,26,7,15.6,3.909744412,35.72218521,1.790571975,2.853175566,3.673700288,0.456165112,1.883128313,LOSS 4,424,5.2,1.303248137,12.62811874,0.632983547,0.996405293,1.110938526,0.183435163,0.477954979,LOSS 4,403,68
URBAN 2-LANE,20,840-22,840-22_010,0.45,5.085,4.63506486,1306,"[""LA 498""]","[""08""]","[""RAPIDES""]",0,0,7,19,34,60,26,7,12,2.588960535,36.46855648,1.573594225,2.507433745,2.462215995,0.400887982,0.88862177,LOSS 3,528,5.2,1.121882899,12.97223732,0.559743508,0.881115152,0.946091946,0.162210601,0.386348438,LOSS 4,438,69
URBAN 2-LANE,20,102-03,102-03_010,0,0.8,0.80000001,20462,"[""LA 511""]","[""04""]","[""CADDO"",""BOSSIER""]",0,1,5,30,55,91,36,6,18.2,22.74999972,54.85476271,13.71369051,21.85199323,22.60449015,3.493692099,8.890799645,LOSS 4,190,7.2,8.999999888,17.56673895,4.391684681,6.913130494,8.747399117,1.272686155,4.355714436,LOSS 4,76,70
URBAN 2-LANE,20,368-03,368-03_010,7.896,9.636,1.74012916,2124,"[""LA 1208-3""]","[""08""]","[""RAPIDES""]",0,0,6,46,246,298,52,6,59.6,34.25033117,20.07410392,2.307197004,3.676388444,31.41841281,0.587780214,29.1112158,LOSS 4,57,10.4,5.976567854,7.01038273,0.805731309,1.268334611,4.734657924,0.233496518,3.928926615,LOSS 4,84,71
URBAN 2-LANE,20,053-04,053-04_010,14.147,14.717,0.56982316,7155,"[""LA 1 BUS""]","[""08""]","[""NATCHITOCHES""]",0,0,6,10,53,69,16,6,13.8,24.21803986,17.09293579,5.999382612,9.559678202,23.56104185,1.528399348,17.56165924,LOSS 4,101,3.2,5.615777358,5.699931612,2.000596681,3.149221067,5.207518805,0.579761955,3.206922124,LOSS 4,113,72
URBAN 2-LANE,20,035-04,035-04_010,0,0.467,0.4673279,1853,"[""LA 175""]","[""04""]","[""DESOTO""]",0,0,6,5,13,24,11,6,4.8,10.27116078,4.842087866,2.072244292,3.302004534,9.46992607,0.527923793,7.397681778,LOSS 4,219,2.2,4.70761536,1.699739966,0.72742927,1.145076169,3.675455451,0.210805016,2.94802618,LOSS 4,119,73
